geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
412	GO:0071229	cellular response to acid chemical	http://amigo.geneontology.org/amigo/term/GO:0071229	161	33	16.2507639231148	2.03067376746894	5.48041717668424e-05	0.000952382889350291	27;112;1277;1278;1281;1282;1290;1291;1788;1906;2042;3199;3371;3779;3949;4313;5156;5176;5311;5914;5916;6495;6714;6935;7292;7472;8463;9076;9314;23677;58528;80149;130497	ABL2;ADCY6;CLDN1;COL1A1;COL1A2;COL3A1;COL4A1;COL5A2;COL6A1;DNMT3A;EDN1;EPHA3;HOXA2;KCNMB1;KLF4;LDLR;MMP2;OSR1;PDGFRA;PKD2;RARA;RARG;RRAGD;SERPINF1;SH3BP4;SIX1;SRC;TEAD2;TNC;TNFSF4;WNT2;ZC3H12A;ZEB1	geneontology_Biological_Process
413	GO:0014741	negative regulation of muscle hypertrophy	http://amigo.geneontology.org/amigo/term/GO:0014741	24	10	2.42247412518482	4.12801106770833	5.48448722713646e-05	0.000952382889350291	493;3488;3720;4000;4088;4851;5997;7132;7133;54206	ATP2B4;ERRFI1;IGFBP5;JARID2;LMNA;NOTCH1;RGS2;SMAD3;TNFRSF1A;TNFRSF1B	geneontology_Biological_Process
414	GO:0060445	branching involved in salivary gland morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060445	20	9	2.01872843765402	4.458251953125	6.29415232671349e-05	0.00108919498671066	3082;3911;5154;5361;7052;8829;10512;23129;59277	HGF;LAMA5;NRP1;NTN4;PDGFA;PLXNA1;PLXND1;SEMA3C;TGM2	geneontology_Biological_Process
415	GO:0001763	morphogenesis of a branching structure	http://amigo.geneontology.org/amigo/term/GO:0001763	169	34	17.0582552981764	1.99316984097633	6.31082769194657e-05	0.00108919498671066	639;652;1282;1906;1909;1969;2246;2736;3082;3371;3911;4323;4609;4851;5154;5310;5311;5361;5371;6423;6495;6714;7040;7052;7472;8626;8829;9021;9353;10253;10512;10765;23129;59277	BMP4;COL4A1;EDN1;EDNRA;EPHA2;FGF1;GLI2;HGF;KDM5B;LAMA5;MMP14;MYC;NOTCH1;NRP1;NTN4;PDGFA;PKD1;PKD2;PLXNA1;PLXND1;PML;PRDM1;SEMA3C;SFRP2;SIX1;SLIT2;SOCS3;SPRY2;SRC;TGFB1;TGM2;TNC;TP63;WNT2	geneontology_Biological_Process
416	GO:0035051	cardiocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0035051	122	27	12.3142434696895	2.19258292776639	6.51864609839681e-05	0.00112164302623174	182;302;652;1906;1948;2627;3688;4000;4628;4629;4851;5156;5159;5914;5997;6443;7040;7291;7412;9794;10512;11214;23493;28514;50507;64321;144165	AKAP13;ANXA2;BMP4;DLL1;EDN1;EFNB2;GATA6;HEY2;ITGB1;JAG1;LMNA;MAML1;MYH10;MYH11;NOTCH1;NOX4;PDGFRA;PDGFRB;PRICKLE1;RARA;RGS2;SEMA3C;SGCB;SOX17;TGFB1;TWIST1;VCAM1	geneontology_Biological_Process
417	GO:0031532	actin cytoskeleton reorganization	http://amigo.geneontology.org/amigo/term/GO:0031532	84	21	8.47865943814687	2.476806640625	6.54604869601005e-05	0.00112294489903372	27;301;397;1901;2241;2242;2316;2549;2934;4627;4739;4908;5156;6464;7010;7040;8829;10278;55742;84168;253260	ABL2;ANTXR1;ANXA1;ARHGDIB;EFS;FER;FES;FLNA;GAB1;GSN;MYH9;NEDD9;NRP1;NTF3;PARVA;PDGFRA;RICTOR;S1PR1;SHC1;TEK;TGFB1	geneontology_Biological_Process
418	GO:0050922	negative regulation of chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050922	44	14	4.44120256283884	3.15229936079545	6.57697373980248e-05	0.00112484133960791	1843;4851;6091;6405;7057;8482;8829;9037;9353;10509;10512;54910;55558;57715	DUSP1;NOTCH1;NRP1;PLXNA3;ROBO1;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SLIT2;THBS1	geneontology_Biological_Process
419	GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	http://amigo.geneontology.org/amigo/term/GO:1905114	448	71	45.21951700345	1.57011849539621	6.85844130994262e-05	0.00116944687516823	348;406;558;595;607;652;857;861;865;1001;1277;1601;1742;1749;1951;2300;2309;2735;2736;2776;2906;3090;3489;4035;4038;4088;4163;4188;4343;4486;4772;4851;4929;5310;5331;5916;6423;6455;6497;6659;6714;6934;7041;7074;7089;7091;7128;7472;8323;8434;9037;9314;9839;23499;27031;27122;27123;29969;54413;54434;57030;57154;57555;64321;64359;64750;83595;85358;144165;153090;440193	APOE;ARNTL;AXL;BCL9;BMP4;CAV1;CBFB;CCDC88C;CCND1;CDH3;CELSR3;COL1A1;DAB2;DAB2IP;DKK2;DKK3;DLG4;DLX5;FOXL1;FOXO3;FZD6;GLI1;GLI2;GNAQ;GRIN2D;HIC1;IGFBP6;KLF4;LRP1;LRP4;MACF1;MCC;MDFI;MDFIC;MOV10;MST1R;NFATC1;NLGN2;NLGN3;NOTCH1;NPHP3;NR4A2;NXN;PKD1;PLCB3;PRICKLE1;RARG;RECK;RUNX1;SEMA5A;SFRP2;SH3GL1;SHANK3;SKI;SLC17A7;SMAD3;SMURF1;SMURF2;SOX17;SOX4;SOX7;SRC;SSH1;TCF7L2;TGFB1I1;TIAM1;TLE2;TLE4;TNFAIP3;WNT2;ZEB2	geneontology_Biological_Process
420	GO:0006026	aminoglycan catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006026	39	13	3.93652045342533	3.30240885416667	6.94291852574302e-05	0.00118029614937631	633;1462;1634;3339;4060;4969;5016;5549;6385;7040;8692;9672;375790	AGRN;BGN;DCN;HSPG2;HYAL2;LUM;OGN;OVGP1;PRELP;SDC3;SDC4;TGFB1;VCAN	geneontology_Biological_Process
421	GO:0051965	positive regulation of synapse assembly	http://amigo.geneontology.org/amigo/term/GO:0051965	34	12	3.43183834401183	3.49666819852941	6.98327587320691e-05	0.00118359124427732	627;3556;5021;5789;7058;7162;22883;23767;27286;54413;57555;375790	AGRN;BDNF;CLSTN1;FLRT3;IL1RAP;NLGN2;NLGN3;OXTR;PTPRD;SRPX2;THBS2;TPBG	geneontology_Biological_Process
422	GO:0043406	positive regulation of MAP kinase activity	http://amigo.geneontology.org/amigo/term/GO:0043406	234	43	23.619122720552	1.82055872729701	7.00411706117121e-05	0.00118359124427732	150;177;652;958;1847;1848;1849;1906;2043;2064;2149;2246;3082;3357;3656;4214;4215;4217;4486;4908;5154;5159;6091;6464;6714;7040;7043;7057;7074;7786;8654;8682;8817;9020;9839;10392;11183;11214;23162;29969;50507;57498;153090	ADRA2A;AGER;AKAP13;BMP4;CD40;DAB2IP;DUSP5;DUSP6;DUSP7;EDN1;EPHA4;ERBB2;F2R;FGF1;FGF18;HGF;HTR2B;IRAK2;KIDINS220;MAP3K1;MAP3K12;MAP3K14;MAP3K3;MAP3K5;MAP4K5;MAPK8IP3;MDFIC;MST1R;NOD1;NOX4;NTF3;PDE5A;PDGFA;PDGFRB;PEA15;ROBO1;SHC1;SRC;TGFB1;TGFB3;THBS1;TIAM1;ZEB2	geneontology_Biological_Process
423	GO:0050921	positive regulation of chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050921	116	26	11.7086249383933	2.22058526400862	7.06297578709769e-05	0.00118998529555833	177;659;1240;1901;1906;2150;2152;3569;3570;3673;4088;4908;5054;5159;6387;7040;7057;7074;7114;7857;8817;8829;9037;9353;9647;10344	AGER;BMPR2;CCL26;CMKLR1;CXCL12;EDN1;F2RL1;F3;FGF18;IL6;IL6R;ITGA2;NRP1;NTF3;PDGFRB;PPM1F;S1PR1;SCG2;SEMA5A;SERPINE1;SLIT2;SMAD3;TGFB1;THBS1;TIAM1;TMSB4X	geneontology_Biological_Process
424	GO:0001952	regulation of cell-matrix adhesion	http://amigo.geneontology.org/amigo/term/GO:0001952	97	23	9.79083292262198	2.34913619523196	7.29734326908593e-05	0.00122582374618087	182;347;604;683;2013;2042;4088;4323;5054;5328;6281;6385;6714;7010;7057;7070;8829;9448;9475;9647;10395;23499;90102	APOD;BCL6;BST1;DLC1;EMP2;EPHA3;JAG1;MACF1;MAP4K4;MMP14;NRP1;PHLDB2;PLAU;PPM1F;ROCK2;S100A10;SDC4;SERPINE1;SMAD3;SRC;TEK;THBS1;THY1	geneontology_Biological_Process
425	GO:0052547	regulation of peptidase activity	http://amigo.geneontology.org/amigo/term/GO:0052547	332	56	33.5108920650567	1.6710984563253	7.45034326978811e-05	0.00124782228551096	355;710;837;841;843;857;871;1293;1294;1612;1942;2043;2149;2152;2192;2934;3082;3428;3699;4088;4217;4609;5054;5118;5176;5270;5271;5272;5329;5371;5743;6091;6423;6695;6714;7035;7057;7076;7077;8301;8434;8626;8795;8837;9314;9475;9647;9806;10392;10395;22861;57333;64780;83595;84168;114548	ANTXR1;CASP10;CASP4;CASP8;CAV1;CFLAR;COL6A3;COL7A1;DAPK1;DLC1;EFNA1;EPHA4;F2R;F3;FAS;FBLN1;GSN;HGF;IFI16;ITIH3;KLF4;MAP3K5;MICAL1;MYC;NLRP1;NLRP3;NOD1;PCOLCE;PICALM;PLAUR;PML;PPM1F;PTGS2;RCN3;RECK;ROBO1;ROCK2;SERPINB8;SERPINB9;SERPINE1;SERPINE2;SERPINF1;SERPING1;SERPINH1;SFRP2;SMAD3;SOX7;SPOCK1;SPOCK2;SRC;TFPI;THBS1;TIMP1;TIMP2;TNFRSF10B;TP63	geneontology_Biological_Process
426	GO:0043500	muscle adaptation	http://amigo.geneontology.org/amigo/term/GO:0043500	91	22	9.18521439132578	2.39515367445055	7.62946315815416e-05	0.00127405283003866	493;1025;1906;2627;2934;3488;3720;4000;4088;4846;4851;5997;7132;7133;8013;8654;8837;9314;9475;23493;29995;54206	ATP2B4;CDK9;CFLAR;EDN1;ERRFI1;GATA6;GSN;HEY2;IGFBP5;JARID2;KLF4;LMCD1;LMNA;NOS3;NOTCH1;NR4A3;PDE5A;RGS2;ROCK2;SMAD3;TNFRSF1A;TNFRSF1B	geneontology_Biological_Process
427	GO:0016049	cell growth	http://amigo.geneontology.org/amigo/term/GO:0016049	371	61	37.447412518482	1.6289509981469	7.71358901008323e-05	0.00128431257017886	348;604;627;659;1808;1839;1906;2064;2697;3488;3489;3490;3621;3624;3688;3984;4088;4323;4487;5270;5361;5371;5654;5916;5997;6387;6405;6423;6695;7040;7074;7414;8425;8482;8692;8828;8829;9037;9353;9839;10013;10276;10509;10512;10516;11214;22883;23499;23677;23767;51330;51447;54413;54910;55558;57154;57715;64321;81565;84687;728642	AKAP13;APOE;BCL6;BDNF;BMPR2;CDK11A;CLSTN1;CXCL12;DPYSL2;EDN1;ERBB2;FBLN5;FLRT3;GJA1;HBEGF;HDAC6;HTRA1;HYAL2;IGFBP5;IGFBP6;IGFBP7;ING1;INHBA;IP6K2;ITGB1;LIMK1;LTBP4;MACF1;MMP14;MSX1;NDEL1;NET1;NLGN3;NRP1;NRP2;PLXNA1;PLXNA3;PML;PPP1R9B;RARG;RGS2;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SERPINE2;SFRP2;SH3BP4;SLIT2;SMAD3;SMURF1;SOX17;SPOCK1;TGFB1;TIAM1;TNFRSF12A;VCL;ZEB2	geneontology_Biological_Process
428	GO:0050727	regulation of inflammatory response	http://amigo.geneontology.org/amigo/term/GO:0050727	302	52	30.4827994085757	1.70588007036424	7.75069145995122e-05	0.00128670569955378	113;177;301;347;348;604;683;710;715;716;730;1191;2113;3075;3082;3426;3554;3569;3673;3949;4088;4345;4615;4907;5054;5176;5322;5598;5743;6401;7010;7052;7114;7128;7130;7132;7133;7292;7791;7850;8482;8692;9021;9180;9314;22861;27086;64332;80149;114548;140885;253260	ADCY7;AGER;ANXA1;APOD;APOE;BCL6;BST1;C1R;C1S;C7;CD200;CFH;CFI;CLU;ETS1;FOXP1;HGF;HYAL2;IL1R1;IL1R2;IL6;ITGA2;KLF4;LDLR;MAPK7;MYD88;NFKBIZ;NLRP1;NLRP3;NT5E;OSMR;PLA2G5;PTGS2;RICTOR;SELE;SEMA7A;SERPINE1;SERPINF1;SERPING1;SIRPA;SMAD3;SOCS3;TEK;TGM2;TMSB4X;TNFAIP3;TNFAIP6;TNFRSF1A;TNFRSF1B;TNFSF4;ZC3H12A;ZYX	geneontology_Biological_Process
429	GO:0050772	positive regulation of axonogenesis	http://amigo.geneontology.org/amigo/term/GO:0050772	73	19	7.36835879743716	2.57859321489726	8.0306422527654e-05	0.00132928262552354	627;659;3984;5361;5364;6091;6387;6498;7074;8482;8829;9037;9353;9839;23129;23499;51330;55558;81565	BDNF;BMPR2;CXCL12;LIMK1;MACF1;NDEL1;NRP1;PLXNA1;PLXNA3;PLXNB1;PLXND1;ROBO1;SEMA5A;SEMA7A;SKIL;SLIT2;TIAM1;TNFRSF12A;ZEB2	geneontology_Biological_Process
430	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0050731	171	34	17.2601281419418	1.9698579130117	8.07208237691981e-05	0.00133224659870971	150;284;627;958;1437;1489;1742;1839;1942;2043;2261;3082;3383;3481;3569;3570;3678;3976;4038;4739;4908;6714;7040;7132;8829;9021;9181;9244;10188;23529;30844;50507;54625;253260	ADRA2A;ANGPT1;ARHGEF2;BDNF;CD40;CLCF1;CRLF1;CSF2;CTF1;DLG4;EFNA1;EHD4;EPHA4;FGFR3;HBEGF;HGF;ICAM1;IGF2;IL6;IL6R;ITGA5;LIF;LRP4;NEDD9;NOX4;NRP1;NTF3;PARP14;RICTOR;SOCS3;SRC;TGFB1;TNFRSF1A;TNK2	geneontology_Biological_Process
431	GO:2000241	regulation of reproductive process	http://amigo.geneontology.org/amigo/term/GO:2000241	104	24	10.4973878758009	2.28628305288462	8.14084547666738e-05	0.00133968971637831	397;652;994;1843;3624;3625;3955;3976;4487;4851;4882;5016;5021;5139;5176;6615;6714;7076;8654;23414;26471;64750;85360;225689	ARHGDIB;BMP4;CDC25B;DUSP1;INHBA;INHBB;LFNG;LIF;MAPK15;MSX1;NOTCH1;NPR2;NUPR1;OVGP1;OXTR;PDE3A;PDE5A;SERPINF1;SMURF2;SNAI1;SRC;SYDE1;TIMP1;ZFPM2	geneontology_Biological_Process
432	GO:0003148	outflow tract septum morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003148	25	10	2.52341054706752	3.962890625	8.31903908009579e-05	0.00136504580383833	652;659;2627;5914;6091;8828;8829;10512;23414;55742	BMP4;BMPR2;GATA6;NRP1;NRP2;PARVA;RARA;ROBO1;SEMA3C;ZFPM2	geneontology_Biological_Process
433	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030512	56	16	5.65243962543125	2.83063616071429	8.73379603916202e-05	0.00142896009762128	857;2200;4052;4088;4092;5654;6497;6498;7040;7041;7043;11117;51341;56937;57154;64750	CAV1;EMILIN1;FBN1;HTRA1;LTBP1;PMEPA1;SKI;SKIL;SMAD3;SMAD7;SMURF1;SMURF2;TGFB1;TGFB1I1;TGFB3;ZBTB7A	geneontology_Biological_Process
434	GO:0060323	head morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060323	30	11	3.02809265648103	3.63264973958333	9.39530138568401e-05	0.00153276083989502	1277;1749;4313;4487;5156;6237;6497;7040;7043;25976;84159	ARID5B;COL1A1;DLX5;MMP2;MSX1;PDGFRA;RRAS;SKI;TGFB1;TGFB3;TIPARP	geneontology_Biological_Process
435	GO:0030038	contractile actin filament bundle assembly	http://amigo.geneontology.org/amigo/term/GO:0030038	80	20	8.07491375061607	2.476806640625	9.70459128284418e-05	0.00157414588115131	1901;3688;3693;3984;4088;6281;6385;6714;7043;7168;7791;8829;9475;9647;10174;10395;10580;29109;50507;90102	DLC1;FHOD1;ITGB1;ITGB5;LIMK1;NOX4;NRP1;PHLDB2;PPM1F;ROCK2;S100A10;S1PR1;SDC4;SMAD3;SORBS1;SORBS3;SRC;TGFB3;TPM1;ZYX	geneontology_Biological_Process
436	GO:0043149	stress fiber assembly	http://amigo.geneontology.org/amigo/term/GO:0043149	80	20	8.07491375061607	2.476806640625	9.70459128284418e-05	0.00157414588115131	1901;3688;3693;3984;4088;6281;6385;6714;7043;7168;7791;8829;9475;9647;10174;10395;10580;29109;50507;90102	DLC1;FHOD1;ITGB1;ITGB5;LIMK1;NOX4;NRP1;PHLDB2;PPM1F;ROCK2;S100A10;S1PR1;SDC4;SMAD3;SORBS1;SORBS3;SRC;TGFB3;TPM1;ZYX	geneontology_Biological_Process
437	GO:0001843	neural tube closure	http://amigo.geneontology.org/amigo/term/GO:0001843	74	19	7.46929521931986	2.54374736064189	9.79982348927599e-05	0.00158505145065118	652;5914;5916;6385;6423;6497;7040;7291;7408;8323;8463;8543;9839;10395;27031;51684;54910;57619;144165	BMP4;DLC1;FZD6;LMO4;NPHP3;PRICKLE1;RARA;RARG;SDC4;SEMA4C;SFRP2;SHROOM3;SKI;SUFU;TEAD2;TGFB1;TWIST1;VASP;ZEB2	geneontology_Biological_Process
438	GO:0031960	response to corticosteroid	http://amigo.geneontology.org/amigo/term/GO:0031960	145	30	14.6357811729916	2.04977101293103	9.85729807585489e-05	0.00158980525377249	301;595;677;790;1036;1277;1843;1906;2309;2353;2354;2805;3383;3490;3569;4192;4851;5066;5176;5743;6678;6714;7040;7538;8061;8837;9076;9353;11214;54206	AKAP13;ANXA1;CAD;CCND1;CDO1;CFLAR;CLDN1;COL1A1;DUSP1;EDN1;ERRFI1;FOS;FOSB;FOSL1;FOXO3;GOT1;ICAM1;IGFBP7;IL6;MDK;NOTCH1;PAM;PTGS2;SERPINF1;SLIT2;SPARC;SRC;TGFB1;ZFP36;ZFP36L1	geneontology_Biological_Process
439	GO:0048843	negative regulation of axon extension involved in axon guidance	http://amigo.geneontology.org/amigo/term/GO:0048843	21	9	2.11966485953672	4.24595424107143	0.000100328860690779	0.00161031155660702	6405;8482;8829;9037;10509;10512;54910;55558;57715	NRP1;PLXNA3;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A	geneontology_Biological_Process
440	GO:0010611	regulation of cardiac muscle hypertrophy	http://amigo.geneontology.org/amigo/term/GO:0010611	51	15	5.14775751601774	2.91389016544118	0.000100413350906603	0.00161031155660702	493;1025;1906;3720;4000;4088;4851;5997;7132;7133;8013;8654;9475;29995;54206	ATP2B4;CDK9;EDN1;ERRFI1;JARID2;LMCD1;LMNA;NOTCH1;NR4A3;PDE5A;RGS2;ROCK2;SMAD3;TNFRSF1A;TNFRSF1B	geneontology_Biological_Process
441	GO:0045216	cell-cell junction organization	http://amigo.geneontology.org/amigo/term/GO:0045216	125	27	12.6170527353376	2.1399609375	0.00010125274156203	0.00161918579091145	81;857;861;865;1001;1004;1009;1969;2149;2150;2697;3551;4088;6615;6624;7040;7043;7094;7414;8506;9076;9475;23114;51564;57555;64403;221935	ACTN4;CAV1;CBFB;CDH11;CDH24;CDH3;CDH6;CLDN1;CNTNAP1;EPHA2;F2R;F2RL1;FSCN1;GJA1;HDAC7;IKBKB;NFASC;NLGN2;ROCK2;RUNX1;SDK1;SMAD3;SNAI1;TGFB1;TGFB3;TLN1;VCL	geneontology_Biological_Process
442	GO:0010952	positive regulation of peptidase activity	http://amigo.geneontology.org/amigo/term/GO:0010952	159	32	16.0488910793494	1.9939072327044	0.000101940190849081	0.00162558709970887	355;837;841;843;857;1612;1942;2043;2149;2152;2192;2934;3428;4088;4217;4609;5118;5371;6091;6423;8301;8795;8837;9475;9647;10392;10395;22861;57333;83595;84168;114548	ANTXR1;CASP10;CASP4;CASP8;CAV1;CFLAR;DAPK1;DLC1;EFNA1;EPHA4;F2R;F3;FAS;FBLN1;GSN;IFI16;MAP3K5;MYC;NLRP1;NLRP3;NOD1;PCOLCE;PICALM;PML;PPM1F;RCN3;ROBO1;ROCK2;SFRP2;SMAD3;SOX7;TNFRSF10B	geneontology_Biological_Process
443	GO:0071902	positive regulation of protein serine/threonine kinase activity	http://amigo.geneontology.org/amigo/term/GO:0071902	290	50	29.2715623459832	1.70814251077586	0.000102360019944792	0.00162769683400973	150;177;493;595;652;905;958;1847;1848;1849;1906;2043;2064;2149;2246;3082;3357;3481;3656;4214;4215;4217;4486;4908;5154;5159;5310;6091;6464;6714;7040;7043;7057;7074;7786;8091;8654;8682;8817;9020;9839;10253;10392;11183;11214;23162;29969;50507;57498;153090	ADRA2A;AGER;AKAP13;ATP2B4;BMP4;CCND1;CCNT2;CD40;DAB2IP;DUSP5;DUSP6;DUSP7;EDN1;EPHA4;ERBB2;F2R;FGF1;FGF18;HGF;HMGA2;HTR2B;IGF2;IRAK2;KIDINS220;MAP3K1;MAP3K12;MAP3K14;MAP3K3;MAP3K5;MAP4K5;MAPK8IP3;MDFIC;MST1R;NOD1;NOX4;NTF3;PDE5A;PDGFA;PDGFRB;PEA15;PKD1;ROBO1;SHC1;SPRY2;SRC;TGFB1;TGFB3;THBS1;TIAM1;ZEB2	geneontology_Biological_Process
444	GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	http://amigo.geneontology.org/amigo/term/GO:1902285	13	7	1.31217348447511	5.33466045673077	0.000103838736303929	0.0016465856756766	5361;5364;6405;8828;8829;23129;55558	NRP1;NRP2;PLXNA1;PLXNA3;PLXNB1;PLXND1;SEMA3F	geneontology_Biological_Process
445	GO:0002237	response to molecule of bacterial origin	http://amigo.geneontology.org/amigo/term/GO:0002237	283	49	28.5650073928043	1.71538551788869	0.000107544582447661	0.00170058626043633	558;841;958;1437;1439;1634;1906;2149;2241;2353;2920;2921;3383;3569;3656;3726;3727;4016;4360;4791;4846;4851;5054;5739;5743;5914;6401;6403;6678;6714;7035;7040;7056;7128;7133;7292;7412;7431;7538;9076;10892;11213;27086;57048;57162;80149;114548;140885;153090	AXL;CASP8;CD40;CLDN1;CSF2;CSF2RB;CXCL2;CXCL3;DAB2IP;DCN;EDN1;F2R;FER;FOS;FOXP1;ICAM1;IL6;IRAK2;IRAK3;JUNB;JUND;LOXL1;MALT1;MRC1;NFKB2;NLRP3;NOS3;NOTCH1;PELI1;PLSCR3;PTGIR;PTGS2;RARA;SELE;SELP;SERPINE1;SIRPA;SPARC;SRC;TFPI;TGFB1;THBD;TNFAIP3;TNFRSF1B;TNFSF4;VCAM1;VIM;ZC3H12A;ZFP36	geneontology_Biological_Process
446	GO:0043371	negative regulation of CD4-positive, alpha-beta T cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0043371	17	8	1.71591917200591	4.66222426470588	0.000110801361953738	0.00174306137835231	301;604;861;865;4092;7292;80149;84695	ANXA1;BCL6;CBFB;LOXL3;RUNX1;SMAD7;TNFSF4;ZC3H12A	geneontology_Biological_Process
447	GO:0071236	cellular response to antibiotic	http://amigo.geneontology.org/amigo/term/GO:0071236	119	26	12.0114342040414	2.16460412289916	0.000110846510547047	0.00174306137835231	109;112;113;196;301;388;558;1191;1788;2113;2309;3082;3569;3779;4217;5321;5598;7128;8013;9314;10013;10105;10276;80149;94241;140885	ADCY3;ADCY6;ADCY7;AHR;ANXA1;AXL;CLU;DNMT3A;ETS1;FOXO3;HDAC6;HGF;IL6;KCNMB1;KLF4;MAP3K5;MAPK7;NET1;NR4A3;PLA2G4A;PPIF;RHOB;SIRPA;TNFAIP3;TP53INP1;ZC3H12A	geneontology_Biological_Process
448	GO:0060606	tube closure	http://amigo.geneontology.org/amigo/term/GO:0060606	75	19	7.57023164120256	2.50983072916667	0.000119043729464696	0.00186677715373863	652;5914;5916;6385;6423;6497;7040;7291;7408;8323;8463;8543;9839;10395;27031;51684;54910;57619;144165	BMP4;DLC1;FZD6;LMO4;NPHP3;PRICKLE1;RARA;RARG;SDC4;SEMA4C;SFRP2;SHROOM3;SKI;SUFU;TEAD2;TGFB1;TWIST1;VASP;ZEB2	geneontology_Biological_Process
449	GO:0048562	embryonic organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048562	203	38	20.4900936421883	1.85455472598522	0.000121882919381422	0.00190601990778516	652;860;1749;1906;1942;1969;2200;2735;2736;3199;3200;3212;3213;3214;4088;4188;4237;4323;4487;4851;5156;5311;5396;5916;6495;6935;7043;7291;8013;8323;8463;8516;10253;27031;28514;51684;64321;130497	BMP4;DLL1;DLX5;EDN1;EFNA1;EPHA2;FBN1;FZD6;GLI1;GLI2;HOXA2;HOXA3;HOXB2;HOXB3;HOXB4;ITGA8;MDFI;MFAP2;MMP14;MSX1;NOTCH1;NPHP3;NR4A3;OSR1;PDGFRA;PKD2;PRRX1;RARG;RUNX2;SIX1;SMAD3;SOX17;SPRY2;SUFU;TEAD2;TGFB3;TWIST1;ZEB1	geneontology_Biological_Process
450	GO:0035909	aorta morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035909	26	10	2.62434696895022	3.81047175480769	0.000123042523294092	0.00191358166035126	182;1281;1948;4035;4638;4851;5159;6495;6659;23493	COL3A1;EFNB2;HEY2;JAG1;LRP1;MYLK;NOTCH1;PDGFRB;SIX1;SOX4	geneontology_Biological_Process
451	GO:0048333	mesodermal cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0048333	26	10	2.62434696895022	3.81047175480769	0.000123042523294092	0.00191358166035126	652;3624;3673;3688;3691;6423;8091;8516;9314;64321	BMP4;HMGA2;INHBA;ITGA2;ITGA8;ITGB1;ITGB4;KLF4;SFRP2;SOX17	geneontology_Biological_Process
452	GO:0001936	regulation of endothelial cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0001936	107	24	10.800197141449	2.2221816588785	0.000130900233946352	0.00203020883389122	187;284;348;652;659;857;2152;3164;3357;5335;5797;6387;6678;7010;7026;7057;7472;7857;8817;8828;8829;9037;10344;253260	ANGPT1;APLNR;APOE;BMP4;BMPR2;CAV1;CCL26;CXCL12;F3;FGF18;HTR2B;NR2F2;NR4A1;NRP1;NRP2;PLCG1;PTPRM;RICTOR;SCG2;SEMA5A;SPARC;TEK;THBS1;WNT2	geneontology_Biological_Process
453	GO:0060351	cartilage development involved in endochondral bone morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060351	36	12	3.63371118777723	3.30240885416667	0.000131729802870018	0.00203749293455511	302;871;1277;1291;1292;1293;1294;1311;4148;5914;5916;7059	ANXA2;COL1A1;COL6A1;COL6A2;COL6A3;COL7A1;COMP;MATN3;RARA;RARG;SERPINH1;THBS3	geneontology_Biological_Process
